docking_cost_a,docking_cost_b,roundtrip_start,roundtrip_return,passengers,itin_fare,itin_fare_avg,avg_occupancy_rate,occupancy_avg,roundtrip_count,ticket_revenue,baggage_revenue,total_revenue,distance,fomc&dio,roundtrip_start_airport_type,roundtrip_return_airport_type,docking_cost_total,delay_dep,early_arr,maintance,profit
10000,10000,CLE,RSW,852,98920,116.1032864,0.636520979,127.3041958,286,4227204.554,1274315,5501519.554,1025,9409.5,large_airport,large_airport,5720000,536700,106200,6372309.5,-870789.946
10000,10000,BNA,FLL,1142,130611,114.3704028,0.651522681,130.3045362,432,6438088.35,1970204.587,8408292.937,793,7279.74,large_airport,large_airport,8640000,596700,48525,9292504.74,-884211.8033
10000,10000,LAS,STL,989,108112,109.314459,0.664636242,132.9272484,353,5129397.198,1642316.154,6771713.352,1371,12585.78,large_airport,large_airport,7060000,491700,98550,7662835.78,-891122.4277
10000,10000,LAS,SAT,996,111536,111.9839357,0.651742312,130.3484625,404,5897161.274,1843127.26,7740288.534,1069,9813.42,large_airport,large_airport,8080000,448125,99975,8637913.42,-897624.8859
10000,10000,MDW,SDF,134,11384,84.95522388,0.661573348,132.3146697,188,2113274.608,870630.5263,2983905.134,271,2487.78,large_airport,large_airport,3760000,108675,22800,3893962.78,-910057.6457
10000,10000,MCO,MSP,2784,334505,120.152658,0.652572786,130.5145572,627,9832407.696,2864141.959,12696549.65,1310,12025.8,large_airport,large_airport,12540000,791475,266175,13609675.8,-913126.1458
10000,10000,COS,LAS,362,15626,43.16574586,0.6442,128.84,75,417110.6022,338205,755315.6022,604,5544.72,large_airport,large_airport,1500000,115575,55800,1676919.72,-921604.1178
10000,10000,BWI,CLE,220,20767,94.39545455,0.662614852,132.5229704,227,2839671.489,1052895,3892566.489,314,2882.52,large_airport,large_airport,4540000,260325,23325,4826532.52,-933966.031
10000,10000,CVG,SFB,283,13969,49.36042403,0.658369565,131.673913,92,597952.1767,423990,1021942.177,735,6747.3,large_airport,large_airport,1840000,114750,6900,1968397.3,-946455.1233
10000,10000,LAX,MDW,793,91852,115.8284994,0.657415021,131.4830042,408,6213627.458,1877577.299,8091204.757,1750,16065,large_airport,large_airport,8160000,681600,194250,9051915,-960710.2429
10000,10000,BOS,DTW,891,119779,134.4320988,0.64477857,128.955714,755,13088519.4,3407654.742,16496174.14,632,5801.76,large_airport,large_airport,15100000,2029125,332625,17467551.76,-971377.6208
10000,10000,DFW,LBB,160,19108,119.425,0.641988139,128.3976278,549,8418303.796,2467160.417,10885464.21,282,2588.76,large_airport,large_airport,10980000,847875,45675,11876138.76,-990674.5468
10000,10000,DAL,LAS,1041,113809,109.326609,0.65712712,131.4254241,449,6451364.884,2065350.54,8516715.424,1067,9795.06,large_airport,large_airport,8980000,465600,62775,9518170.06,-1001454.636
10000,10000,BOS,ROC,205,23918,116.6731707,0.635410714,127.0821429,280,4151581.434,1245405,5396986.434,343,3148.74,large_airport,large_airport,5600000,690075,109725,6402948.74,-1005962.306
10000,10000,MSP,RSW,3081,367755,119.3622201,0.647329873,129.4659747,516,7973926.619,2338155.503,10312082.12,1416,12998.88,large_airport,large_airport,10320000,673350,329550,11335898.88,-1023816.758
10000,10000,MCI,STL,189,18823,99.59259259,0.646899228,129.3798455,302,3891352.823,1367544.967,5258897.79,237,2175.66,large_airport,large_airport,6040000,241650,20550,6304375.66,-1045477.87
10000,10000,LAS,MSP,2322,279132,120.2118863,0.657839943,131.5679887,706,11166121.48,3251045,14417166.48,1299,11924.82,large_airport,large_airport,14120000,919125,436350,15487399.82,-1070233.337
10000,10000,MDW,RSW,983,103587,105.3784334,0.655384618,131.0769236,373,5152129.962,1711209.238,6863339.2,1105,10143.9,large_airport,large_airport,7460000,384675,90150,7944968.9,-1081629.7
10000,5000,LAS,SCK,2302,66367,28.8301477,0.638481481,127.6962963,135,497002.9162,603365,1100367.916,359,3295.62,large_airport,medium_airport,2025000,153450,8175,2189920.62,-1089552.704
10000,10000,BWI,PWM,173,16109,93.11560694,0.641956522,128.3913043,253,3024674.26,1136905,4161579.26,452,4149.36,large_airport,large_airport,5060000,163050,55425,5282624.36,-1121045.1
10000,10000,IAH,LAS,1356,157819,116.3856932,0.65030371,130.0607421,713,10792830.46,3245665.818,14038496.28,1222,11217.96,large_airport,large_airport,14260000,767250,133875,15172342.96,-1133846.679
10000,5000,DEN,VEL,129,4517,35.01550388,0.653967595,130.7935191,127,581634.7237,581377.1923,1163011.916,259,2377.62,large_airport,medium_airport,1905000,351675,50775,2309827.62,-1146815.704
5000,10000,BLI,LAS,494,20273,41.03846154,0.658802645,131.7605291,169,913825.1493,779363.5294,1693188.679,954,8757.72,medium_airport,large_airport,2535000,254025,46050,2843832.72,-1150644.041
10000,10000,DEN,HOU,1176,130700,111.1394558,0.65046241,130.092482,528,7634039.241,2404109.068,10038148.31,883,8105.94,large_airport,large_airport,10560000,541500,83850,11193455.94,-1155307.631
10000,10000,LAS,MCI,1085,116523,107.39447,0.645238644,129.0477287,411,5696054.112,1856351.578,7552405.689,1139,10456.02,large_airport,large_airport,8220000,373725,108900,8713081.02,-1160675.331
5000,10000,CDC,SLC,226,6996,30.95575221,0.657077922,131.4155844,154,626482.5133,708330,1334812.513,221,2028.78,medium_airport,large_airport,2310000,182625,12750,2507403.78,-1172591.267
10000,10000,DEN,SNA,1395,163719,117.3612903,0.64529848,129.059696,788,11935530.61,3559466.416,15494997.03,846,7766.28,large_airport,large_airport,15760000,743775,162825,16674366.28,-1179369.252
5000,10000,LGB,SFO,430,18683,43.44883721,0.650809249,130.1618497,173,978380.9163,788130,1766510.916,354,3249.72,medium_airport,large_airport,2595000,384300,19725,3002274.72,-1235763.804
10000,10000,AVL,SFB,173,5065,29.27745665,0.656052632,131.2105263,95,364943.4971,436275,801218.4971,465,4268.7,large_airport,large_airport,1900000,106650,35250,2046168.7,-1244950.203
10000,10000,PHX,SMF,1305,149155,114.2950192,0.649504395,129.900879,890,13213850.87,4046412.379,17260263.25,647,5939.46,large_airport,large_airport,17800000,648525,64725,18519189.46,-1258926.212
10000,10000,RNO,SJC,274,25533,93.18613139,0.658966757,131.7933513,315,3868613.453,1453021.698,5321635.151,188,1725.84,large_airport,large_airport,6300000,263550,18000,6583275.84,-1261640.689
10000,10000,LAS,ONT,287,27451,95.64808362,0.66569229,133.1384581,353,4495256.746,1644925.65,6140182.395,197,1808.46,large_airport,large_airport,7060000,334950,15450,7412208.46,-1272026.065
10000,10000,MDW,PIT,263,26420,100.4562738,0.654910664,130.9821328,350,4605291.947,1604531.127,6209823.073,402,3690.36,large_airport,large_airport,7000000,443775,54225,7501690.36,-1291867.287
10000,10000,SFB,TYS,352,13117,37.26420455,0.63411215,126.8224299,107,505675.2557,474950,980625.2557,511,4690.98,large_airport,large_airport,2140000,127425,20775,2292890.98,-1312265.724
10000,10000,MKE,RSW,1055,102907,97.54218009,0.655133951,131.0267903,286,3655262.69,1311578.171,4966840.86,1183,10859.94,large_airport,large_airport,5720000,500175,79425,6310459.94,-1343619.08
10000,10000,CLT,JFK,642,79164,123.3084112,0.653922085,130.7844171,987,15917170.04,4517947.687,20435117.72,541,4966.38,large_airport,large_airport,19740000,1594875,444300,21784141.38,-1349023.657
10000,10000,BNA,BWI,705,75073,106.4865248,0.644163092,128.8326184,475,6516495.461,2141842.28,8658337.742,587,5388.66,large_airport,large_airport,9500000,452925,69600,10027913.66,-1369575.918
10000,10000,BDL,FLL,986,113862,115.4787018,0.65101964,130.203928,443,6660850.794,2018811.903,8679662.698,1173,10768.14,large_airport,large_airport,8860000,1023000,183150,10076918.14,-1397255.442
10000,10000,BOS,CLE,553,65833,119.0470163,0.645461813,129.0923627,431,6623634.119,1947358.291,8570992.41,563,5168.34,large_airport,large_airport,8620000,1200450,154875,9980493.34,-1409500.93
10000,10000,DTW,LGA,2008,263207,131.0791833,0.65391992,130.783984,1201,20588812.43,5497504.767,26086317.19,502,4608.36,large_airport,large_airport,24020000,2755275,728250,27508133.36,-1421816.166
10000,10000,MSP,PHX,3329,410904,123.4316612,0.648000285,129.6000569,1124,17980347.35,5098466.24,23078813.59,1276,11713.68,large_airport,large_airport,22480000,1405575,609075,24506363.68,-1427550.087
10000,10000,LGA,MCO,1714,213268,124.4270712,0.658733603,131.7467207,1009,16540394.32,4652635.44,21193029.76,950,8721,large_airport,large_airport,20180000,1928850,504075,22621646,-1428616.243
10000,10000,HOU,PHX,560,56082,100.1464286,0.650017667,130.0035334,406,5285872.168,1847350.21,7133222.378,1020,9363.6,large_airport,large_airport,8120000,380700,62475,8572538.6,-1439316.222
10000,5000,MCO,TTN,297,6407,21.57239057,0.655449768,131.0899536,139,393081.3913,637752.6241,1030834.015,896,8225.28,large_airport,medium_airport,2085000,297900,85050,2476175.28,-1445341.265
5000,10000,ISP,MCO,1204,70912,58.89700997,0.669481698,133.8963395,351,2768019.009,1644916.531,4412935.54,971,8913.78,medium_airport,large_airport,5265000,527775,92475,5894163.78,-1481228.24
10000,10000,JFK,SAV,436,43362,99.45412844,0.653711291,130.7422582,346,4498988.638,1583288.746,6082277.385,718,6591.24,large_airport,large_airport,6920000,468225,174825,7569641.24,-1487363.855
10000,10000,JFK,ROC,240,27227,113.4458333,0.657051432,131.4102865,510,7603054.222,2345673.613,9948727.836,264,2423.52,large_airport,large_airport,10200000,941550,311100,11455073.52,-1506345.684
10000,10000,MDW,OMA,278,24645,88.65107914,0.659295115,131.859023,313,3658796.187,1444515.597,5103311.785,423,3883.14,large_airport,large_airport,6260000,394875,27675,6686433.14,-1583121.355
10000,10000,BWI,MHT,247,24799,100.4008097,0.638823395,127.7646789,417,5349141.401,1864725.489,7213866.89,377,3460.86,large_airport,large_airport,8340000,408600,66000,8818060.86,-1604193.97
10000,5000,LGA,MYR,455,11710,25.73626374,0.646415422,129.2830844,175,582271.1225,791858.892,1374130.015,563,5168.34,large_airport,medium_airport,2625000,280500,68550,2979218.34,-1605088.325
10000,10000,SEA,SMF,1136,136628,120.2711268,0.643707808,128.7415616,1110,17187120.86,5001609.667,22188730.53,605,5553.9,large_airport,large_airport,22200000,1325175,275850,23806578.9,-1617848.37
10000,10000,FLL,MSY,829,86011,103.7527141,0.642050251,128.4100502,459,6115207.074,2062907.457,8178114.53,674,6187.32,large_airport,large_airport,9180000,580650,51900,9818737.32,-1640622.79
10000,10000,OAK,RNO,221,12964,58.66063348,0.6460376,129.20752,180,1364291.095,814007.3757,2178298.471,181,1661.58,large_airport,large_airport,3600000,188475,39075,3829211.58,-1650913.109
10000,10000,DAL,OKC,105,7951,75.72380952,0.650064906,130.0129812,247,2431734.321,1123962.222,3555696.543,181,1661.58,large_airport,large_airport,4940000,240975,34725,5217361.58,-1661665.037
10000,10000,EWR,TPA,1823,216318,118.6604498,0.655974869,131.1949738,681,10601572.78,3127032.199,13728604.98,997,9152.46,large_airport,large_airport,13620000,1622925,175575,15427652.46,-1699047.479
5000,10000,ACY,RSW,546,9062,16.5970696,0.662951597,132.5903194,167,367501.9966,774990.4167,1142492.413,982,9014.76,medium_airport,large_airport,2505000,265275,76275,2855564.76,-1713072.347
10000,10000,DAL,STL,565,55183,97.66902655,0.651413991,130.2827983,467,5942385.438,2129472.338,8071857.776,546,5012.28,large_airport,large_airport,9340000,425250,47850,9818112.28,-1746254.504
10000,10000,BDL,BWI,283,27884,98.53003534,0.648725245,129.745049,456,5829405.625,2070730.983,7900136.608,283,2597.94,large_airport,large_airport,9120000,443325,82500,9648422.94,-1748286.332
5000,10000,ACY,MCO,818,9512,11.62836186,0.649859551,129.9719101,178,269022.1516,809725,1078747.152,852,7821.36,medium_airport,large_airport,2670000,103875,61050,2842746.36,-1763999.208
10000,10000,JFK,TPA,1110,131262,118.2540541,0.641528922,128.3057844,641,9725687.343,2878540.273,12604227.62,1005,9225.9,large_airport,large_airport,12820000,1272000,289125,14390350.9,-1786123.285
5000,10000,BUR,SFO,1006,88829,88.29920477,0.646565021,129.3130043,767,8757786.584,3471407.599,12229194.18,326,2992.68,medium_airport,large_airport,11505000,2427975,152400,14088367.68,-1859173.496
10000,10000,MSY,TPA,628,57003,90.76910828,0.639808417,127.9616835,375,4355612.963,1679497.095,6035110.059,488,4479.84,large_airport,large_airport,7500000,371925,25650,7902054.84,-1866944.781
10000,10000,MDW,PHL,360,34181,94.94722222,0.638740304,127.7480607,376,4560625.64,1681164.479,6241790.119,668,6132.24,large_airport,large_airport,7520000,486975,98025,8111132.24,-1869342.121
10000,10000,BWI,PBI,709,67108,94.651622,0.640856561,128.1713122,366,4440173.87,1641874.51,6082048.38,883,8105.94,large_airport,large_airport,7320000,522150,103950,7954205.94,-1872157.56
10000,10000,BOS,PBI,1631,202148,123.9411404,0.657743673,131.5487346,739,12048877.84,3402508.02,15451385.86,1197,10988.46,large_airport,large_airport,14780000,2225625,311700,17328313.46,-1876927.603
10000,10000,SEA,SJC,2077,252322,121.483871,0.647738647,129.5477295,1393,21922977.79,6316099.55,28239077.34,696,6389.28,large_airport,large_airport,27860000,1922175,338475,30127039.28,-1887961.939
10000,10000,MDW,RDU,583,36912,63.31389365,0.65921342,131.842684,236,1970003.787,1089020.57,3059024.356,632,5801.76,large_airport,large_airport,4720000,243300,17400,4986501.76,-1927477.404
10000,10000,BUF,BWI,252,21210,84.16666667,0.641892951,128.3785902,326,3522494.552,1464799.715,4987294.267,281,2579.58,large_airport,large_airport,6520000,361125,44475,6928179.58,-1940885.313
10000,10000,ABQ,LAS,643,50764,78.94867807,0.657034827,131.4069654,326,3382056.425,1499353.476,4881409.9,486,4461.48,large_airport,large_airport,6520000,279150,18900,6822511.48,-1941101.58
10000,10000,CLT,LGA,1634,199566,122.1334149,0.655671886,131.1343772,1422,22774594.58,6526557.952,29301152.53,544,4993.92,large_airport,large_airport,28440000,2148825,702975,31296793.92,-1995641.386
10000,5000,DAL,MAF,587,27108,46.18057922,0.642968649,128.5937298,384,2280396.644,1728299.729,4008696.372,319,2928.42,large_airport,medium_airport,5760000,188925,53850,6005703.42,-1997007.048
10000,10000,AUS,HOU,151,14371,95.17218543,0.647705569,129.5411138,481,5930109.943,2180824.65,8110934.593,148,1358.64,large_airport,large_airport,9620000,392625,101625,10115608.64,-2004674.047
10000,10000,CLE,MDW,323,26147,80.9504644,0.656147595,131.2295189,326,3463127.503,1497328.811,4960456.314,307,2818.26,large_airport,large_airport,6520000,416250,43950,6983018.26,-2022561.946
10000,10000,BDL,MCO,1578,180463,114.3618504,0.648079812,129.6159625,665,9857375.675,3016811.527,12874187.2,1050,9639,large_airport,large_airport,13300000,1360650,260100,14930389,-2056201.799
10000,10000,BWI,MDW,725,68743,94.81793103,0.657420975,131.4841949,474,5909386.122,2181322.794,8090708.916,611,5608.98,large_airport,large_airport,9480000,645075,51900,10182583.98,-2091875.064
10000,10000,MCO,STL,1463,140681,96.15926179,0.650648674,130.1297348,480,6006326.035,2186179.545,8192505.581,882,8096.76,large_airport,large_airport,9600000,634725,73425,10316246.76,-2123741.179
10000,10000,ABQ,DAL,309,25602,82.85436893,0.660001798,132.0003596,408,4462217.048,1884965.134,6347182.182,580,5324.4,large_airport,large_airport,8160000,291225,41100,8497649.4,-2150467.218
10000,10000,EWR,PBI,2296,284769,124.0283101,0.654633178,130.9266356,987,16027507.44,4522860.626,20550368.06,1023,9391.14,large_airport,large_airport,19740000,2676825,320700,22746916.14,-2196548.079
10000,10000,MCO,PIT,1483,138224,93.20566419,0.661463008,132.2926015,490,6041905.698,2268818.116,8310723.815,834,7656.12,large_airport,large_airport,9800000,644775,102975,10555406.12,-2244682.305
10000,10000,AMA,DAL,201,13948,69.39303483,0.655746063,131.1492125,322,2930471.083,1478051.625,4408522.709,323,2965.14,large_airport,large_airport,6440000,203850,22875,6669690.14,-2261167.431
10000,10000,DAL,DCA,740,63674,86.04594595,0.643322923,128.6645846,391,4328786.764,1760774.84,6089561.604,1184,10869.12,large_airport,large_airport,7820000,381375,147375,8359619.12,-2270057.516
10000,10000,DAL,PHX,986,92095,93.40263692,0.65174134,130.348268,521,6343108.284,2376900.667,8720008.951,879,8069.22,large_airport,large_airport,10420000,543450,40725,11012244.22,-2292235.269
10000,10000,ATL,JFK,1227,135731,110.6202119,0.647913291,129.5826583,810,11610913.5,3673668.362,15284581.87,760,6976.8,large_airport,large_airport,16200000,967575,412725,17587276.8,-2302694.933
10000,10000,PDX,SJC,1128,120295,106.6445035,0.652256809,130.4513618,953,13258060.44,4351205.173,17609265.62,569,5223.42,large_airport,large_airport,19060000,726150,148725,19940098.42,-2330832.804
5000,10000,ACY,FLL,681,13653,20.04845815,0.650642023,130.1284047,257,670480.5859,1170505,1840985.586,977,8968.86,medium_airport,large_airport,3855000,236250,101850,4202068.86,-2361083.274
10000,10000,BNA,MDW,523,46301,88.52963671,0.648102098,129.6204197,459,5267139.137,2082352.042,7349491.179,395,3626.1,large_airport,large_airport,9180000,514650,23925,9722201.1,-2372709.921
10000,10000,BOI,GEG,390,26061,66.82307692,0.655307523,131.0615045,319,2793780.626,1463301.698,4257082.324,287,2634.66,large_airport,large_airport,6380000,199500,51525,6633659.66,-2376577.336
10000,10000,DAL,DEN,928,89914,96.89008621,0.649531608,129.9063216,599,7539394.187,2723486.033,10262880.22,651,5976.18,large_airport,large_airport,11980000,617250,58425,12661651.18,-2398770.959
10000,10000,BNA,MCO,1278,124296,97.25821596,0.648203134,129.6406269,537,6770826.839,2436595.582,9207422.421,616,5654.88,large_airport,large_airport,10740000,874575,55875,11676104.88,-2468682.459
10000,10000,BUF,JFK,504,57671,114.4265873,0.647236326,129.4472651,791,11716457.15,3583747.535,15300204.68,301,2763.18,large_airport,large_airport,15820000,1669875,316125,17808763.18,-2508558.499
10000,10000,ATL,DAL,1349,138799,102.8902891,0.654388395,130.8776791,837,11271077.35,3834061.609,15105138.96,721,6618.78,large_airport,large_airport,16740000,770400,112350,17629368.78,-2524229.817
10000,10000,BNA,DAL,742,59071,79.61051213,0.642738597,128.5477194,407,4165136.159,1831162.263,5996298.422,623,5719.14,large_airport,large_airport,8140000,350400,39375,8535494.14,-2539195.718
10000,10000,DAL,TUL,261,15548,59.57088123,0.659518456,131.9036913,318,2498722.883,1468088.084,3966810.967,237.6525822,2181.650704,large_airport,large_airport,6360000,117450,46350,6525981.651,-2559170.684
10000,10000,BOS,CLT,1051,121358,115.4690771,0.652297502,130.4595005,952,14340964.28,4346910.556,18687874.84,728,6683.04,large_airport,large_airport,19040000,1954500,258750,21259933.04,-2572058.2
10000,10000,ONT,SJC,532,36067,67.79511278,0.645816076,129.1632152,345,3021038.986,1559645.824,4580684.81,333,3056.94,large_airport,large_airport,6900000,251850,8700,7163606.94,-2582922.13
10000,5000,PHX,SGU,150,1846,12.30666667,0.651186181,130.2372362,262,419929.9985,1194275.456,1614205.455,262,2405.16,large_airport,medium_airport,3930000,237975,49275,4219655.16,-2605449.705
10000,10000,PHL,TPA,1714,184894,107.8728121,0.638260573,127.6521146,733,10093551.16,3274915,13368466.16,920,8445.6,large_airport,large_airport,14660000,1092075,230400,15990920.6,-2622454.441
10000,10000,DTW,TPA,2448,243047,99.28390523,0.644684397,128.9368795,688,8807333.563,3104800.058,11912133.62,983,9023.94,large_airport,large_airport,13760000,564075,249900,14582998.94,-2670865.319
10000,10000,ORD,PHX,2939,365895,124.4964274,0.644506368,128.9012735,1409,22611276.98,6356766.303,28968043.28,1440,13219.2,large_airport,large_airport,28180000,3005550,451050,31649819.2,-2681775.919
10000,10000,DAL,MDW,1135,99973,88.08193833,0.656996203,131.3992406,534,6180462.498,2455851.807,8636314.305,793,7279.74,large_airport,large_airport,10680000,586350,62175,11335804.74,-2699490.435
10000,10000,BOS,BUF,348,34843,100.1235632,0.642660434,128.5320869,477,6138556.181,2145843.19,8284399.371,395,3626.1,large_airport,large_airport,9540000,1226325,230850,11000801.1,-2716401.729
10000,10000,PDX,SMF,793,75656,95.40479193,0.650669525,130.1339051,718,8914255.862,3270265.035,12184520.9,479,4397.22,large_airport,large_airport,14360000,451050,95250,14910697.22,-2726176.323
10000,10000,ONT,PHX,682,70815,103.8343109,0.651828501,130.3657002,929,12575345.92,4238840.742,16814186.66,325,2983.5,large_airport,large_airport,18580000,915900,88650,19587533.5,-2773346.837
10000,10000,HOU,LAS,1235,98279,79.57813765,0.643451776,128.6903552,424,4342158.05,1909764.871,6251922.921,1235,11337.3,large_airport,large_airport,8480000,469800,75150,9036287.3,-2784364.379
10000,10000,LAS,SLC,1236,132318,107.0533981,0.653589792,130.7179585,984,13769900.81,4501926.489,18271827.3,368,3378.24,large_airport,large_airport,19680000,1212675,167325,21063378.24,-2791550.937
10000,10000,BWI,DTW,628,58390,92.97770701,0.650874965,130.174993,632,7649331.331,2879470.845,10528802.18,409,3754.62,large_airport,large_airport,12640000,474600,242400,13360754.62,-2831952.444
10000,10000,BWI,RSW,982,87224,88.82281059,0.65114651,130.2293019,531,6142253.621,2420311.576,8562565.197,919,8436.42,large_airport,large_airport,10620000,653325,117150,11398911.42,-2836346.223
10000,10000,GEG,PDX,490,43633,89.04693878,0.652012935,130.4025869,616,7152961.923,2811479.774,9964441.698,279,2561.22,large_airport,large_airport,12320000,445050,36375,12803986.22,-2839544.522
10000,10000,DEN,STL,1156,124162,107.4065744,0.653849009,130.7698018,879,12346026.54,4023132.953,16369159.49,770,7068.6,large_airport,large_airport,17580000,1504950,142650,19234668.6,-2865509.11
10000,10000,MDW,STL,344,29246,85.01744186,0.635840695,127.1681391,479,5178713.228,2131973.852,7310687.08,251,2304.18,large_airport,large_airport,9580000,562725,36525,10181554.18,-2870867.1
10000,10000,JFK,PBI,1335,130011,97.38651685,0.64884676,129.7693519,541,6837041.78,2457182.678,9294224.458,1028,9437.04,large_airport,large_airport,10820000,979350,361950,12170737.04,-2876512.582
10000,10000,BWI,PVD,335,24265,72.43283582,0.640891779,128.1783559,386,3583748.217,1731689.588,5315437.805,327,3001.86,large_airport,large_airport,7720000,412500,58275,8193776.86,-2878339.055
10000,10000,PHX,SFO,1629,196877,120.8575813,0.642804488,128.5608976,1278,19857000.58,5750528.949,25607529.52,651,5976.18,large_airport,large_airport,25560000,2765850,206700,28538526.18,-2930996.656
10000,10000,EWR,MDW,303,23978,79.13531353,0.640105943,128.0211887,356,3606634.899,1595144.011,5201778.91,711,6526.98,large_airport,large_airport,7120000,967575,67275,8161376.98,-2959598.07
10000,10000,DTW,RSW,2340,248684,106.2752137,0.644870089,128.9740177,826,11321768.31,3728638.853,15050407.16,1084,9951.12,large_airport,large_airport,16520000,959100,526125,18015176.12,-2964768.959
10000,10000,CMH,DCA,488,42262,86.60245902,0.651775929,130.3551859,566,6389619.078,2582336.232,8971955.31,323,2965.14,large_airport,large_airport,11320000,507375,107550,11937890.14,-2965934.83
10000,10000,DEN,MCI,1267,131295,103.6266772,0.65076009,130.152018,905,12205935.15,4122565.17,16328500.32,533,4892.94,large_airport,large_airport,18100000,1056000,138750,19299642.94,-2971142.625
10000,10000,AUS,DEN,1667,172320,103.3713257,0.649824163,129.9648325,899,12077738.7,4089343.456,16167082.15,775,7114.5,large_airport,large_airport,17980000,977250,180600,19144964.5,-2977882.348
5000,10000,LGB,OAK,1002,42714,42.62874251,0.652432816,130.4865632,513,2853551.268,2342886.243,5196437.511,353,3240.54,medium_airport,large_airport,7695000,444150,51600,8193990.54,-2997553.029
10000,10000,MCO,ORD,2616,314207,120.1097095,0.647632045,129.526409,1312,20411281.72,5947852.703,26359134.42,1005,9225.9,large_airport,large_airport,26240000,2928600,314850,29492675.9,-3133541.475
10000,10000,MCO,RDU,1403,129824,92.53314326,0.652436327,130.4872655,623,7522349.226,2845274.824,10367624.05,534,4902.12,large_airport,large_airport,12460000,930450,116025,13511377.12,-3143753.07
10000,10000,ATL,MDW,1381,140591,101.8037654,0.647668009,129.5336019,894,11789185.52,4053106.403,15842291.93,591,5425.38,large_airport,large_airport,17880000,922950,187725,18996100.38,-3153808.453
10000,10000,DAL,LBB,332,21235,63.96084337,0.645761927,129.1523854,403,3329060.285,1821694.397,5150754.681,293,2689.74,large_airport,large_airport,8060000,237075,29550,8329314.74,-3178560.059
10000,10000,HOU,SAT,232,16766,72.26724138,0.641859109,128.3718217,442,4100468.223,1985912.082,6086380.306,192,1762.56,large_airport,large_airport,8840000,320700,106425,9268887.56,-3182507.254
10000,10000,FLL,JFK,1855,201380,108.5606469,0.649041448,129.8082897,967,13627033.53,4393361.563,18020395.09,1069,9813.42,large_airport,large_airport,19340000,1469925,416250,21235988.42,-3215593.331
10000,10000,BOS,MCO,2711,314087,115.8565105,0.649836058,129.9672116,1022,15388813.67,4648927.16,20037740.83,1121,10290.78,large_airport,large_airport,20440000,2424825,403275,23278390.78,-3240649.954
10000,10000,AVL,FLL,537,13858,25.80633147,0.639586037,127.9172074,237,782354.5036,1061073.235,1843427.739,660,6058.8,large_airport,large_airport,4740000,273525,64950,5084533.8,-3241106.061
10000,10000,DCA,MDW,639,48053,75.20031299,0.650680145,130.136029,457,4472325.44,2081525.783,6553851.223,601,5517.18,large_airport,large_airport,9140000,585900,94125,9825542.18,-3271690.957
5000,10000,BUR,PHX,1083,63922,59.02308403,0.659846216,131.9692432,805,6270331.541,3718233.426,9988564.967,369,3387.42,medium_airport,large_airport,12075000,1167900,95475,13341762.42,-3353197.453
10000,10000,DAL,MSY,747,62222,83.29585007,0.645743411,129.1486822,612,6583620.153,2766364.773,9349984.927,436,4002.48,large_airport,large_airport,12240000,417000,47175,12708177.48,-3358192.553
10000,10000,BOS,TPA,2201,236576,107.4856883,0.652602303,130.5204606,721,10114967.79,3293683.822,13408651.62,1185,10878.3,large_airport,large_airport,14420000,2077575,260100,16768553.3,-3359901.685
10000,10000,ANC,FAI,655,51579,78.74656489,0.646407136,129.2814271,555,5650159.9,2511291.721,8161451.621,261,2395.98,large_airport,large_airport,11100000,253275,240075,11595745.98,-3434294.359
10000,10000,ATL,HOU,1188,120070,101.0690236,0.639438401,127.8876802,959,12395538.16,4292549.985,16688088.14,696,6389.28,large_airport,large_airport,19180000,784200,157200,20127789.28,-3439701.136
10000,10000,MIA,TPA,487,40041,82.21971253,0.646083931,129.2167863,601,6385124.38,2718075.1,9103199.48,204,1872.72,large_airport,large_airport,12020000,489675,35475,12547022.72,-3443823.24
10000,10000,ATL,BWI,1720,190264,110.6186047,0.645896576,129.1793153,1497,21391584.5,6768350.223,28159934.72,577,5296.86,large_airport,large_airport,29940000,1453875,252675,31651846.86,-3491912.136
10000,10000,DEN,LAX,2980,347914,116.7496644,0.649698103,129.9396205,1815,27534288.87,8254414.393,35788703.26,862,7913.16,large_airport,large_airport,36300000,2379525,630675,39318113.16,-3529409.899
10000,10000,SAN,SEA,2491,261052,104.7980731,0.652560491,130.5120983,1169,15988899.78,5339902.5,21328802.28,1050,9639,large_airport,large_airport,23380000,1144425,361350,24895414,-3566611.719
10000,10000,OAK,SEA,1157,111158,96.07433016,0.652425576,130.4851152,855,10718510.89,3904767.073,14623277.96,672,6168.96,large_airport,large_airport,17100000,935550,165150,18206868.96,-3583591.001
10000,10000,CVG,MDW,200,10776,53.88,0.640433831,128.0867662,372,2567289.167,1667689.697,4234978.864,249,2285.82,large_airport,large_airport,7440000,346275,55500,7844060.82,-3609081.956
10000,10000,MCI,MDW,686,51621,75.24927114,0.662803526,132.5607051,559,5576078.911,2593550.196,8169629.107,405,3717.9,large_airport,large_airport,11180000,566550,54150,11804417.9,-3634788.793
10000,10000,GEG,SEA,1185,136085,114.8396624,0.648903401,129.7806802,1888,28138694.43,8575907.347,36714601.77,224,2056.32,large_airport,large_airport,37760000,2368050,234600,40364706.32,-3650104.545
